"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","060830023044","CA","060830023044","=""060830023044""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830023071","CA","060830023071","=""060830023071""","3.0","2019-2023","2022","Census","California (State)"
"Block Group","060830023072","CA","060830023072","=""060830023072""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830023073","CA","060830023073","=""060830023073""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830023081","CA","060830023081","=""060830023081""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060830023082","CA","060830023082","=""060830023082""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830023091","CA","060830023091","=""060830023091""","3.1","2019-2023","2022","Census","California (State)"
"Block Group","060830023092","CA","060830023092","=""060830023092""","3.2","2019-2023","2022","Census","California (State)"
"Block Group","060830023101","CA","060830023101","=""060830023101""","3.1","2019-2023","2022","Census","California (State)"
"Block Group","060830023102","CA","060830023102","=""060830023102""","3.2","2019-2023","2022","Census","California (State)"
"Block Group","060830024051","CA","060830024051","=""060830024051""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830024052","CA","060830024052","=""060830024052""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830024061","CA","060830024061","=""060830024061""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830024062","CA","060830024062","=""060830024062""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060830024071","CA","060830024071","=""060830024071""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830024072","CA","060830024072","=""060830024072""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830024081","CA","060830024081","=""060830024081""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830024091","CA","060830024091","=""060830024091""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830024092","CA","060830024092","=""060830024092""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060830024093","CA","060830024093","=""060830024093""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060830024101","CA","060830024101","=""060830024101""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060830024102","CA","060830024102","=""060830024102""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060830024103","CA","060830024103","=""060830024103""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830025031","CA","060830025031","=""060830025031""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830025041","CA","060830025041","=""060830025041""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060830025042","CA","060830025042","=""060830025042""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060830025043","CA","060830025043","=""060830025043""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830027031","CA","060830027031","=""060830027031""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830027032","CA","060830027032","=""060830027032""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060830027051","CA","060830027051","=""060830027051""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830027052","CA","060830027052","=""060830027052""","1.0","2019-2023","2022","Census","California (State)"
"Block Group","060830027053","CA","060830027053","=""060830027053""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060830027061","CA","060830027061","=""060830027061""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830027062","CA","060830027062","=""060830027062""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830027063","CA","060830027063","=""060830027063""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060830027064","CA","060830027064","=""060830027064""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060830027065","CA","060830027065","=""060830027065""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060830027071","CA","060830027071","=""060830027071""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060830027072","CA","060830027072","=""060830027072""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830027073","CA","060830027073","=""060830027073""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060830027081","CA","060830027081","=""060830027081""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060830027082","CA","060830027082","=""060830027082""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830027083","CA","060830027083","=""060830027083""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830027091","CA","060830027091","=""060830027091""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060830027092","CA","060830027092","=""060830027092""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830027101","CA","060830027101","=""060830027101""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060830027102","CA","060830027102","=""060830027102""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060830027103","CA","060830027103","=""060830027103""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830028021","CA","060830028021","=""060830028021""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830028022","CA","060830028022","=""060830028022""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830028023","CA","060830028023","=""060830028023""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060830028024","CA","060830028024","=""060830028024""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830028061","CA","060830028061","=""060830028061""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830028062","CA","060830028062","=""060830028062""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830028081","CA","060830028081","=""060830028081""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830028082","CA","060830028082","=""060830028082""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830028083","CA","060830028083","=""060830028083""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830028084","CA","060830028084","=""060830028084""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060830028085","CA","060830028085","=""060830028085""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060830028091","CA","060830028091","=""060830028091""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830028092","CA","060830028092","=""060830028092""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830028093","CA","060830028093","=""060830028093""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060830028094","CA","060830028094","=""060830028094""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060830029061","CA","060830029061","=""060830029061""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060830029062","CA","060830029062","=""060830029062""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830029063","CA","060830029063","=""060830029063""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830029071","CA","060830029071","=""060830029071""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830029072","CA","060830029072","=""060830029072""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830029073","CA","060830029073","=""060830029073""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830029091","CA","060830029091","=""060830029091""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060830029092","CA","060830029092","=""060830029092""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060830029093","CA","060830029093","=""060830029093""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060830029131","CA","060830029131","=""060830029131""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830029132","CA","060830029132","=""060830029132""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060830029141","CA","060830029141","=""060830029141""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060830029142","CA","060830029142","=""060830029142""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060830029143","CA","060830029143","=""060830029143""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060830029241","CA","060830029241","=""060830029241""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060830029242","CA","060830029242","=""060830029242""","1.0","2019-2023","2022","Census","California (State)"
"Block Group","060830029243","CA","060830029243","=""060830029243""","0.5","2019-2023","2022","Census","California (State)"
"Block Group","060830029244","CA","060830029244","=""060830029244""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060830029261","CA","060830029261","=""060830029261""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060830029262","CA","060830029262","=""060830029262""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060830029263","CA","060830029263","=""060830029263""","1.0","2019-2023","2022","Census","California (State)"
"Block Group","060830029321","CA","060830029321","=""060830029321""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830029322","CA","060830029322","=""060830029322""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060830029331","CA","060830029331","=""060830029331""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060830029332","CA","060830029332","=""060830029332""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830029333","CA","060830029333","=""060830029333""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060830029334","CA","060830029334","=""060830029334""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060830029341","CA","060830029341","=""060830029341""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060830029342","CA","060830029342","=""060830029342""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830029351","CA","060830029351","=""060830029351""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060830029352","CA","060830029352","=""060830029352""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060830029361","CA","060830029361","=""060830029361""","3.3","2019-2023","2022","Census","California (State)"
"Block Group","060830029362","CA","060830029362","=""060830029362""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060830029371","CA","060830029371","=""060830029371""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830029372","CA","060830029372","=""060830029372""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060830030011","CA","060830030011","=""060830030011""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060830030012","CA","060830030012","=""060830030012""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060830030013","CA","060830030013","=""060830030013""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060830030014","CA","060830030014","=""060830030014""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060830030015","CA","060830030015","=""060830030015""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830030041","CA","060830030041","=""060830030041""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830030042","CA","060830030042","=""060830030042""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060830030043","CA","060830030043","=""060830030043""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060830030051","CA","060830030051","=""060830030051""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060830030052","CA","060830030052","=""060830030052""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830030053","CA","060830030053","=""060830030053""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060830030071","CA","060830030071","=""060830030071""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060830030072","CA","060830030072","=""060830030072""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060830030073","CA","060830030073","=""060830030073""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060830031021","CA","060830031021","=""060830031021""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060830031022","CA","060830031022","=""060830031022""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060830031023","CA","060830031023","=""060830031023""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060839800001","CA","060839800001","=""060839800001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060839801001","CA","060839801001","=""060839801001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060839802001","CA","060839802001","=""060839802001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060839803001","CA","060839803001","=""060839803001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060839804001","CA","060839804001","=""060839804001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060839805001","CA","060839805001","=""060839805001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060839900000","CA","060839900000","=""060839900000""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855001001","CA","060855001001","=""060855001001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855001002","CA","060855001002","=""060855001002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855001003","CA","060855001003","=""060855001003""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855001004","CA","060855001004","=""060855001004""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855002001","CA","060855002001","=""060855002001""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855002002","CA","060855002002","=""060855002002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855002003","CA","060855002003","=""060855002003""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855002004","CA","060855002004","=""060855002004""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855003001","CA","060855003001","=""060855003001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855003002","CA","060855003002","=""060855003002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855004001","CA","060855004001","=""060855004001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855004002","CA","060855004002","=""060855004002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855005001","CA","060855005001","=""060855005001""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855005002","CA","060855005002","=""060855005002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855005003","CA","060855005003","=""060855005003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855005004","CA","060855005004","=""060855005004""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855005005","CA","060855005005","=""060855005005""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855006001","CA","060855006001","=""060855006001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855006002","CA","060855006002","=""060855006002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855006003","CA","060855006003","=""060855006003""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855006004","CA","060855006004","=""060855006004""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855008001","CA","060855008001","=""060855008001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855008002","CA","060855008002","=""060855008002""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060855008003","CA","060855008003","=""060855008003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855009011","CA","060855009011","=""060855009011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855009012","CA","060855009012","=""060855009012""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855009013","CA","060855009013","=""060855009013""","1.0","2019-2023","2022","Census","California (State)"
"Block Group","060855009021","CA","060855009021","=""060855009021""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855009022","CA","060855009022","=""060855009022""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855010001","CA","060855010001","=""060855010001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855010002","CA","060855010002","=""060855010002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855010003","CA","060855010003","=""060855010003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855010004","CA","060855010004","=""060855010004""","1.0","2019-2023","2022","Census","California (State)"
"Block Group","060855010005","CA","060855010005","=""060855010005""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855011011","CA","060855011011","=""060855011011""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855011012","CA","060855011012","=""060855011012""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855011021","CA","060855011021","=""060855011021""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060855011022","CA","060855011022","=""060855011022""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855011023","CA","060855011023","=""060855011023""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855012001","CA","060855012001","=""060855012001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855012002","CA","060855012002","=""060855012002""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060855012003","CA","060855012003","=""060855012003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855012004","CA","060855012004","=""060855012004""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855013001","CA","060855013001","=""060855013001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855013002","CA","060855013002","=""060855013002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855013003","CA","060855013003","=""060855013003""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855014011","CA","060855014011","=""060855014011""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060855014012","CA","060855014012","=""060855014012""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855014021","CA","060855014021","=""060855014021""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855014022","CA","060855014022","=""060855014022""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855015011","CA","060855015011","=""060855015011""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855015012","CA","060855015012","=""060855015012""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855015021","CA","060855015021","=""060855015021""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855015022","CA","060855015022","=""060855015022""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060855015023","CA","060855015023","=""060855015023""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855016011","CA","060855016011","=""060855016011""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855016012","CA","060855016012","=""060855016012""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855016021","CA","060855016021","=""060855016021""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855016022","CA","060855016022","=""060855016022""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855016023","CA","060855016023","=""060855016023""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855017001","CA","060855017001","=""060855017001""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855017002","CA","060855017002","=""060855017002""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855017003","CA","060855017003","=""060855017003""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855017004","CA","060855017004","=""060855017004""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855018001","CA","060855018001","=""060855018001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855018002","CA","060855018002","=""060855018002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855018003","CA","060855018003","=""060855018003""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855018004","CA","060855018004","=""060855018004""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855019011","CA","060855019011","=""060855019011""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060855019021","CA","060855019021","=""060855019021""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855019022","CA","060855019022","=""060855019022""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855020011","CA","060855020011","=""060855020011""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855020012","CA","060855020012","=""060855020012""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855020013","CA","060855020013","=""060855020013""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855020014","CA","060855020014","=""060855020014""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855020021","CA","060855020021","=""060855020021""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855020022","CA","060855020022","=""060855020022""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855020023","CA","060855020023","=""060855020023""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855021011","CA","060855021011","=""060855021011""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855021012","CA","060855021012","=""060855021012""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855021013","CA","060855021013","=""060855021013""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855021031","CA","060855021031","=""060855021031""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855021032","CA","060855021032","=""060855021032""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855021041","CA","060855021041","=""060855021041""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855021042","CA","060855021042","=""060855021042""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855022021","CA","060855022021","=""060855022021""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855022022","CA","060855022022","=""060855022022""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855022023","CA","060855022023","=""060855022023""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855022031","CA","060855022031","=""060855022031""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855022032","CA","060855022032","=""060855022032""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855022041","CA","060855022041","=""060855022041""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855022042","CA","060855022042","=""060855022042""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855023011","CA","060855023011","=""060855023011""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855023012","CA","060855023012","=""060855023012""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855023021","CA","060855023021","=""060855023021""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855023022","CA","060855023022","=""060855023022""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855024001","CA","060855024001","=""060855024001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855024002","CA","060855024002","=""060855024002""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855024003","CA","060855024003","=""060855024003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855024004","CA","060855024004","=""060855024004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855024005","CA","060855024005","=""060855024005""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855024006","CA","060855024006","=""060855024006""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855024007","CA","060855024007","=""060855024007""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855025001","CA","060855025001","=""060855025001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855025002","CA","060855025002","=""060855025002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855025003","CA","060855025003","=""060855025003""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855025004","CA","060855025004","=""060855025004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855025005","CA","060855025005","=""060855025005""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855025006","CA","060855025006","=""060855025006""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855026011","CA","060855026011","=""060855026011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855026012","CA","060855026012","=""060855026012""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855026013","CA","060855026013","=""060855026013""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855026031","CA","060855026031","=""060855026031""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855026032","CA","060855026032","=""060855026032""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060855026033","CA","060855026033","=""060855026033""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855026041","CA","060855026041","=""060855026041""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060855026042","CA","060855026042","=""060855026042""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855026043","CA","060855026043","=""060855026043""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855027011","CA","060855027011","=""060855027011""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855027012","CA","060855027012","=""060855027012""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855027013","CA","060855027013","=""060855027013""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855027031","CA","060855027031","=""060855027031""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855027032","CA","060855027032","=""060855027032""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855027033","CA","060855027033","=""060855027033""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060855027041","CA","060855027041","=""060855027041""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060855027042","CA","060855027042","=""060855027042""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855027043","CA","060855027043","=""060855027043""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855028001","CA","060855028001","=""060855028001""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855028002","CA","060855028002","=""060855028002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855028003","CA","060855028003","=""060855028003""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855029011","CA","060855029011","=""060855029011""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060855029012","CA","060855029012","=""060855029012""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855029013","CA","060855029013","=""060855029013""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855029014","CA","060855029014","=""060855029014""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855029021","CA","060855029021","=""060855029021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855029022","CA","060855029022","=""060855029022""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855029023","CA","060855029023","=""060855029023""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855029031","CA","060855029031","=""060855029031""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855029032","CA","060855029032","=""060855029032""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855029033","CA","060855029033","=""060855029033""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855029061","CA","060855029061","=""060855029061""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855029062","CA","060855029062","=""060855029062""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855029063","CA","060855029063","=""060855029063""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855029071","CA","060855029071","=""060855029071""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855029072","CA","060855029072","=""060855029072""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855029081","CA","060855029081","=""060855029081""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855029082","CA","060855029082","=""060855029082""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855029083","CA","060855029083","=""060855029083""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855029091","CA","060855029091","=""060855029091""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855029092","CA","060855029092","=""060855029092""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855029093","CA","060855029093","=""060855029093""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855029094","CA","060855029094","=""060855029094""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855029101","CA","060855029101","=""060855029101""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855029102","CA","060855029102","=""060855029102""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855029103","CA","060855029103","=""060855029103""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855029104","CA","060855029104","=""060855029104""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060855030011","CA","060855030011","=""060855030011""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855030012","CA","060855030012","=""060855030012""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855030013","CA","060855030013","=""060855030013""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855030021","CA","060855030021","=""060855030021""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855030022","CA","060855030022","=""060855030022""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855030031","CA","060855030031","=""060855030031""","2.2","2019-2023","2022","Census","California (State)"
