"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","040190043172","AZ","040190043172","=""040190043172""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043173","AZ","040190043173","=""040190043173""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043174","AZ","040190043174","=""040190043174""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043201","AZ","040190043201","=""040190043201""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043211","AZ","040190043211","=""040190043211""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043212","AZ","040190043212","=""040190043212""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043221","AZ","040190043221","=""040190043221""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043222","AZ","040190043222","=""040190043222""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043223","AZ","040190043223","=""040190043223""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043231","AZ","040190043231","=""040190043231""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043232","AZ","040190043232","=""040190043232""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043241","AZ","040190043241","=""040190043241""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043242","AZ","040190043242","=""040190043242""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043243","AZ","040190043243","=""040190043243""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043244","AZ","040190043244","=""040190043244""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043251","AZ","040190043251","=""040190043251""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043252","AZ","040190043252","=""040190043252""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043261","AZ","040190043261","=""040190043261""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043262","AZ","040190043262","=""040190043262""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043263","AZ","040190043263","=""040190043263""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043271","AZ","040190043271","=""040190043271""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043272","AZ","040190043272","=""040190043272""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043273","AZ","040190043273","=""040190043273""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043274","AZ","040190043274","=""040190043274""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043281","AZ","040190043281","=""040190043281""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043282","AZ","040190043282","=""040190043282""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043283","AZ","040190043283","=""040190043283""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043284","AZ","040190043284","=""040190043284""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043301","AZ","040190043301","=""040190043301""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043302","AZ","040190043302","=""040190043302""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043303","AZ","040190043303","=""040190043303""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043321","AZ","040190043321","=""040190043321""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043322","AZ","040190043322","=""040190043322""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043331","AZ","040190043331","=""040190043331""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043332","AZ","040190043332","=""040190043332""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043351","AZ","040190043351","=""040190043351""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043352","AZ","040190043352","=""040190043352""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043353","AZ","040190043353","=""040190043353""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043354","AZ","040190043354","=""040190043354""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043361","AZ","040190043361","=""040190043361""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043362","AZ","040190043362","=""040190043362""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043371","AZ","040190043371","=""040190043371""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043372","AZ","040190043372","=""040190043372""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043381","AZ","040190043381","=""040190043381""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043382","AZ","040190043382","=""040190043382""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043391","AZ","040190043391","=""040190043391""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043392","AZ","040190043392","=""040190043392""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043393","AZ","040190043393","=""040190043393""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043401","AZ","040190043401","=""040190043401""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043402","AZ","040190043402","=""040190043402""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190043403","AZ","040190043403","=""040190043403""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044041","AZ","040190044041","=""040190044041""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044042","AZ","040190044042","=""040190044042""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044043","AZ","040190044043","=""040190044043""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044044","AZ","040190044044","=""040190044044""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044071","AZ","040190044071","=""040190044071""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044072","AZ","040190044072","=""040190044072""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044073","AZ","040190044073","=""040190044073""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044074","AZ","040190044074","=""040190044074""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044121","AZ","040190044121","=""040190044121""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044122","AZ","040190044122","=""040190044122""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044123","AZ","040190044123","=""040190044123""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044131","AZ","040190044131","=""040190044131""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044132","AZ","040190044132","=""040190044132""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044141","AZ","040190044141","=""040190044141""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044142","AZ","040190044142","=""040190044142""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044151","AZ","040190044151","=""040190044151""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044181","AZ","040190044181","=""040190044181""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044182","AZ","040190044182","=""040190044182""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044191","AZ","040190044191","=""040190044191""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044192","AZ","040190044192","=""040190044192""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044193","AZ","040190044193","=""040190044193""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044194","AZ","040190044194","=""040190044194""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044221","AZ","040190044221","=""040190044221""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044222","AZ","040190044222","=""040190044222""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044223","AZ","040190044223","=""040190044223""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044224","AZ","040190044224","=""040190044224""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044225","AZ","040190044225","=""040190044225""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044231","AZ","040190044231","=""040190044231""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044232","AZ","040190044232","=""040190044232""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044241","AZ","040190044241","=""040190044241""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044242","AZ","040190044242","=""040190044242""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044251","AZ","040190044251","=""040190044251""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044252","AZ","040190044252","=""040190044252""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044253","AZ","040190044253","=""040190044253""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044254","AZ","040190044254","=""040190044254""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044261","AZ","040190044261","=""040190044261""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044262","AZ","040190044262","=""040190044262""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044281","AZ","040190044281","=""040190044281""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044282","AZ","040190044282","=""040190044282""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044301","AZ","040190044301","=""040190044301""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044311","AZ","040190044311","=""040190044311""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044312","AZ","040190044312","=""040190044312""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044313","AZ","040190044313","=""040190044313""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044321","AZ","040190044321","=""040190044321""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044322","AZ","040190044322","=""040190044322""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044331","AZ","040190044331","=""040190044331""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044332","AZ","040190044332","=""040190044332""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044341","AZ","040190044341","=""040190044341""","3.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044342","AZ","040190044342","=""040190044342""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044351","AZ","040190044351","=""040190044351""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044352","AZ","040190044352","=""040190044352""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044353","AZ","040190044353","=""040190044353""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044361","AZ","040190044361","=""040190044361""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044362","AZ","040190044362","=""040190044362""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044363","AZ","040190044363","=""040190044363""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044371","AZ","040190044371","=""040190044371""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044381","AZ","040190044381","=""040190044381""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044382","AZ","040190044382","=""040190044382""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044391","AZ","040190044391","=""040190044391""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044392","AZ","040190044392","=""040190044392""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044401","AZ","040190044401","=""040190044401""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190044402","AZ","040190044402","=""040190044402""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045051","AZ","040190045051","=""040190045051""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045052","AZ","040190045052","=""040190045052""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045053","AZ","040190045053","=""040190045053""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045061","AZ","040190045061","=""040190045061""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045062","AZ","040190045062","=""040190045062""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045063","AZ","040190045063","=""040190045063""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045081","AZ","040190045081","=""040190045081""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045082","AZ","040190045082","=""040190045082""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045083","AZ","040190045083","=""040190045083""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045084","AZ","040190045084","=""040190045084""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045101","AZ","040190045101","=""040190045101""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045102","AZ","040190045102","=""040190045102""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045111","AZ","040190045111","=""040190045111""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045112","AZ","040190045112","=""040190045112""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045113","AZ","040190045113","=""040190045113""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045114","AZ","040190045114","=""040190045114""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045121","AZ","040190045121","=""040190045121""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045122","AZ","040190045122","=""040190045122""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045123","AZ","040190045123","=""040190045123""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045131","AZ","040190045131","=""040190045131""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045132","AZ","040190045132","=""040190045132""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045141","AZ","040190045141","=""040190045141""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045142","AZ","040190045142","=""040190045142""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045143","AZ","040190045143","=""040190045143""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045151","AZ","040190045151","=""040190045151""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045152","AZ","040190045152","=""040190045152""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190045153","AZ","040190045153","=""040190045153""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046101","AZ","040190046101","=""040190046101""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046102","AZ","040190046102","=""040190046102""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046103","AZ","040190046103","=""040190046103""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046131","AZ","040190046131","=""040190046131""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046132","AZ","040190046132","=""040190046132""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046133","AZ","040190046133","=""040190046133""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046141","AZ","040190046141","=""040190046141""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046142","AZ","040190046142","=""040190046142""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046151","AZ","040190046151","=""040190046151""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046152","AZ","040190046152","=""040190046152""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046161","AZ","040190046161","=""040190046161""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046162","AZ","040190046162","=""040190046162""","0.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046163","AZ","040190046163","=""040190046163""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046171","AZ","040190046171","=""040190046171""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046172","AZ","040190046172","=""040190046172""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046181","AZ","040190046181","=""040190046181""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046182","AZ","040190046182","=""040190046182""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046183","AZ","040190046183","=""040190046183""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046191","AZ","040190046191","=""040190046191""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046192","AZ","040190046192","=""040190046192""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046193","AZ","040190046193","=""040190046193""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046201","AZ","040190046201","=""040190046201""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046211","AZ","040190046211","=""040190046211""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046212","AZ","040190046212","=""040190046212""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046221","AZ","040190046221","=""040190046221""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046222","AZ","040190046222","=""040190046222""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046231","AZ","040190046231","=""040190046231""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046232","AZ","040190046232","=""040190046232""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046233","AZ","040190046233","=""040190046233""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046234","AZ","040190046234","=""040190046234""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046241","AZ","040190046241","=""040190046241""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046242","AZ","040190046242","=""040190046242""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046243","AZ","040190046243","=""040190046243""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046251","AZ","040190046251","=""040190046251""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046252","AZ","040190046252","=""040190046252""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046261","AZ","040190046261","=""040190046261""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046262","AZ","040190046262","=""040190046262""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046263","AZ","040190046263","=""040190046263""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046271","AZ","040190046271","=""040190046271""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046272","AZ","040190046272","=""040190046272""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046281","AZ","040190046281","=""040190046281""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046301","AZ","040190046301","=""040190046301""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046311","AZ","040190046311","=""040190046311""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046312","AZ","040190046312","=""040190046312""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046321","AZ","040190046321","=""040190046321""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046322","AZ","040190046322","=""040190046322""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046331","AZ","040190046331","=""040190046331""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046332","AZ","040190046332","=""040190046332""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046341","AZ","040190046341","=""040190046341""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046351","AZ","040190046351","=""040190046351""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046352","AZ","040190046352","=""040190046352""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046353","AZ","040190046353","=""040190046353""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046361","AZ","040190046361","=""040190046361""","2.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046362","AZ","040190046362","=""040190046362""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046363","AZ","040190046363","=""040190046363""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046364","AZ","040190046364","=""040190046364""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046365","AZ","040190046365","=""040190046365""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046391","AZ","040190046391","=""040190046391""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046392","AZ","040190046392","=""040190046392""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046393","AZ","040190046393","=""040190046393""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046401","AZ","040190046401","=""040190046401""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046402","AZ","040190046402","=""040190046402""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046403","AZ","040190046403","=""040190046403""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046404","AZ","040190046404","=""040190046404""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046405","AZ","040190046405","=""040190046405""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046411","AZ","040190046411","=""040190046411""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046412","AZ","040190046412","=""040190046412""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046421","AZ","040190046421","=""040190046421""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046422","AZ","040190046422","=""040190046422""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046423","AZ","040190046423","=""040190046423""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046431","AZ","040190046431","=""040190046431""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046432","AZ","040190046432","=""040190046432""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046433","AZ","040190046433","=""040190046433""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046434","AZ","040190046434","=""040190046434""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046441","AZ","040190046441","=""040190046441""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046451","AZ","040190046451","=""040190046451""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046452","AZ","040190046452","=""040190046452""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046453","AZ","040190046453","=""040190046453""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046461","AZ","040190046461","=""040190046461""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046462","AZ","040190046462","=""040190046462""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046463","AZ","040190046463","=""040190046463""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046471","AZ","040190046471","=""040190046471""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046472","AZ","040190046472","=""040190046472""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046473","AZ","040190046473","=""040190046473""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046481","AZ","040190046481","=""040190046481""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046482","AZ","040190046482","=""040190046482""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046483","AZ","040190046483","=""040190046483""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046491","AZ","040190046491","=""040190046491""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046501","AZ","040190046501","=""040190046501""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046502","AZ","040190046502","=""040190046502""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046503","AZ","040190046503","=""040190046503""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046504","AZ","040190046504","=""040190046504""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190046505","AZ","040190046505","=""040190046505""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047101","AZ","040190047101","=""040190047101""","0.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047102","AZ","040190047102","=""040190047102""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047103","AZ","040190047103","=""040190047103""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047104","AZ","040190047104","=""040190047104""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047105","AZ","040190047105","=""040190047105""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047111","AZ","040190047111","=""040190047111""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047112","AZ","040190047112","=""040190047112""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047113","AZ","040190047113","=""040190047113""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047114","AZ","040190047114","=""040190047114""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047121","AZ","040190047121","=""040190047121""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047122","AZ","040190047122","=""040190047122""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047123","AZ","040190047123","=""040190047123""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047131","AZ","040190047131","=""040190047131""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047132","AZ","040190047132","=""040190047132""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047133","AZ","040190047133","=""040190047133""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047134","AZ","040190047134","=""040190047134""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047141","AZ","040190047141","=""040190047141""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047142","AZ","040190047142","=""040190047142""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047143","AZ","040190047143","=""040190047143""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047144","AZ","040190047144","=""040190047144""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047151","AZ","040190047151","=""040190047151""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047152","AZ","040190047152","=""040190047152""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047153","AZ","040190047153","=""040190047153""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047171","AZ","040190047171","=""040190047171""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047172","AZ","040190047172","=""040190047172""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047181","AZ","040190047181","=""040190047181""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047182","AZ","040190047182","=""040190047182""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047201","AZ","040190047201","=""040190047201""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040190047211","AZ","040190047211","=""040190047211""","1.6","2019-2023","2021","Census","Arizona (State)"
